id,name,age,address,cell phone,gender,height,weight,bmi
10242,장예아,51,용인 분당구 123-45,010-4689-1186,여성,166.300003,58.700001,21.225288
10243,박유유,43,천안 기흥구 123-45,010-7509-1146,여성,174.800003,61.299999,20.062157
10244,정아안,49,남양주 일산동구 123-45,010-9814-5915,남성,158.300003,96.000000,38.309753
10245,박시영,75,김해 신제주 123-45,010-8450-1766,남성,162.500000,56.200001,21.282841
10246,강현윤,72,평택 흥덕구 123-45,010-5139-1349,남성,167.899994,64.099998,22.738230
10247,김건빈,30,인천 해운대구 123-45,010-4535-8084,남성,159.000000,86.199997,34.096752
10248,임진슬,77,부산 진해구 123-45,010-2902-1341,남성,171.899994,44.799999,15.160945
10249,장다연,78,부산 팔달구 123-45,010-3330-2331,여성,157.899994,67.800003,27.193521
10250,최다윤,36,대구 장유동 123-45,010-7188-8715,남성,178.000000,68.500000,21.619747
10251,조시진,53,수원 남구 123-45,010-8331-4330,남성,159.500000,54.500000,21.422745
10252,임현진,40,대구 송파구 123-45,010-4032-7572,남성,171.800003,78.099998,26.460903
10253,한나린,57,포항 진해구 123-45,010-8352-8541,남성,171.600006,71.099998,24.145432
10254,신건재,44,부산 진해구 123-45,010-8830-1057,남성,172.600006,43.099998,14.467572
10255,한시영,70,대전 덕양구 123-45,010-7159-6618,여성,178.899994,46.200001,14.435151
10256,이수아,49,평택 분당구 123-45,010-8755-4911,남성,160.399994,49.500000,19.239620
10257,윤유호,22,광주 중구 123-45,010-9597-1769,여성,153.199997,97.400002,41.499367
10258,최태재,61,울산 북구 123-45,010-7381-6661,여성,152.600006,57.200001,24.563314
10259,박민람,40,부산 강서구 123-45,010-5777-2181,여성,171.199997,86.900002,29.649151
10260,장다우,41,서울 서북구 123-45,010-3659-9047,남성,158.000000,63.900002,25.596859
10261,정태현,75,인천 기흥구 123-45,010-1124-2377,남성,170.800003,86.800003,29.753904
10262,한소영,71,성남 달서구 123-45,010-1178-5156,남성,150.399994,65.900002,29.133307
10263,이진율,44,용인 북구 123-45,010-6335-6799,남성,155.399994,71.800003,29.731886
10264,장선호,78,전주 덕양구 123-45,010-4807-1696,여성,179.800003,82.699997,25.581509
10265,임수아,40,서울 덕진구 123-45,010-1010-4810,남성,160.100006,64.900002,25.319901
10266,서채영,72,안산 해운대구 123-45,010-4797-8112,여성,177.699997,75.699997,23.972925
10267,임예율,38,인천 강서구 123-45,010-9174-5685,남성,152.000000,69.599998,30.124653
10268,서다현,63,남양주 진해구 123-45,010-4179-5259,남성,162.300003,57.099998,21.676994
10269,이채람,50,인천 성북구 123-45,010-3589-9936,남성,155.699997,98.099998,40.466145
10270,장서재,48,성남 기흥구 123-45,010-5386-5520,여성,167.100006,49.000000,17.548628
10271,장수서,41,대구 강서구 123-45,010-2227-1040,여성,174.100006,56.900002,18.772181
10272,오소우,74,인천 강서구 123-45,010-6777-8268,남성,152.399994,63.299999,27.254223
10273,장채재,30,남양주 덕진구 123-45,010-6316-1055,여성,173.500000,69.800003,23.187635
10274,한수린,48,인천 유성구 123-45,010-3615-3368,여성,174.600006,73.599998,24.142891
10275,강진유,21,전주 덕양구 123-45,010-5775-9608,남성,170.100006,63.200001,21.842804
10276,강수연,71,청주 송파구 123-45,010-4131-4519,여성,168.000000,40.400002,14.314060
10277,장민훈,61,청주 분당구 123-45,010-7816-2413,남성,156.100006,83.199997,34.144241
10278,서다재,56,전주 장유동 123-45,010-3828-3851,여성,151.600006,72.000000,31.328100
10279,최진슬,60,김해 진해구 123-45,010-1399-8876,남성,177.699997,79.000000,25.017981
10280,최나영,63,세종 서북구 123-45,010-3891-3841,여성,157.699997,87.699997,35.264374
10281,오소린,40,안산 흥덕구 123-45,010-1322-5958,남성,168.800003,80.699997,28.322306
10282,최수람,26,청주 장유동 123-45,010-9947-6190,여성,162.399994,100.000000,37.916477
10283,임서유,30,안양 해운대구 123-45,010-9906-5897,여성,154.100006,68.800003,28.972313
10284,이유현,44,인천 성동구 123-45,010-8310-1149,여성,179.300003,68.500000,21.307377
10285,오서호,47,남양주 송파구 123-45,010-1285-5087,남성,176.899994,87.099998,27.833160
10286,정태현,72,천안 덕진구 123-45,010-1745-6559,남성,155.199997,49.700001,20.633505
10287,장은재,61,세종 해운대구 123-45,010-4436-9104,남성,162.000000,69.300003,26.406038
10288,신건율,77,대구 중구 123-45,010-9141-5203,여성,171.600006,63.200001,21.462606
10289,오은서,75,안산 일산동구 123-45,010-7374-9279,여성,166.899994,81.900002,29.401623
10290,장아연,33,서울 서구 123-45,010-8053-6062,여성,167.100006,67.900002,24.317385
10291,이선아,49,안양 성북구 123-45,010-9139-3708,여성,169.699997,71.400002,24.793310
10292,박현안,76,천안 유성구 123-45,010-1614-8960,여성,173.100006,66.800003,22.293709
10293,한수빈,21,안산 달서구 123-45,010-5697-6057,남성,160.399994,59.900002,23.281883
10294,강진민,63,대구 강서구 123-45,010-5983-2731,남성,152.199997,77.500000,33.455875
10295,장선진,60,안양 기흥구 123-45,010-5736-3403,여성,160.000000,41.700001,16.289062
10296,오민람,62,창원 해운대구 123-45,010-7474-9371,여성,168.800003,51.700001,18.144526
10297,한하민,49,용인 동구 123-45,010-1030-7942,남성,177.199997,87.500000,27.866385
10298,강하호,56,평택 덕진구 123-45,010-1117-9257,여성,158.500000,55.700001,22.171579
10299,장현현,21,김해 동구 123-45,010-5473-6700,남성,159.199997,51.099998,20.162052
10300,조선빈,71,포항 강남구 123-45,010-4047-9308,여성,154.300003,82.099998,34.483498
10301,한나린,22,대전 서구 123-45,010-7029-6610,남성,153.100006,89.900002,38.353882
10302,한나윤,39,광주 일산동구 123-45,010-2505-8274,여성,161.699997,46.099998,17.631161
10303,장선훈,21,남양주 달서구 123-45,010-9404-2361,여성,163.899994,69.300003,25.797367
10304,임진아,27,평택 북구 123-45,010-5240-8634,남성,166.899994,85.400002,30.658102
10305,강건람,73,천안 덕양구 123-45,010-3429-7685,여성,169.600006,85.800003,29.828783
10306,서수훈,33,대전 흥덕구 123-45,010-5350-5059,남성,153.500000,75.300003,31.957899
10307,한진호,78,평택 흥덕구 123-45,010-8927-3415,남성,152.199997,62.299999,26.894207
10308,한은아,53,천안 남구 123-45,010-7754-4988,남성,160.899994,94.099998,36.347752
10309,최시우,36,서울 남구 123-45,010-6459-3685,여성,171.699997,81.199997,27.543264
10310,강시서,39,서울 수성구 123-45,010-8156-2001,여성,151.000000,59.700001,26.183064
10311,이건람,20,안산 달서구 123-45,010-3078-4755,여성,175.399994,99.400002,32.309277
10312,신유유,31,안산 덕양구 123-45,010-9650-3712,남성,157.899994,67.000000,26.872652
10313,강태민,37,전주 팔달구 123-45,010-8993-3641,남성,175.199997,65.500000,21.338953
10314,조현진,69,세종 분당구 123-45,010-8961-2788,여성,155.699997,53.799999,22.192442
10315,장진재,57,김해 기흥구 123-45,010-4077-2134,여성,153.800003,97.000000,41.007103
10316,신하민,61,안양 신제주 123-45,010-1685-6019,여성,158.600006,88.900002,35.342342
10317,김다서,20,평택 유성구 123-45,010-2229-2736,남성,174.100006,43.500000,14.351315
10318,오은유,76,광주 덕양구 123-45,010-3762-4275,여성,163.300003,54.099998,20.287329
10319,한다진,28,대구 달서구 123-45,010-5087-9067,남성,174.199997,62.700001,20.661947
10320,장나서,33,대전 송파구 123-45,010-6111-5761,남성,154.199997,75.199997,31.626354
10321,강민연,34,부산 흥덕구 123-45,010-6613-8875,남성,173.699997,81.099998,26.879501
10322,신하영,73,수원 달서구 123-45,010-6521-3680,남성,171.500000,94.400002,32.095470
10323,정소훈,24,세종 진해구 123-45,010-1214-6383,남성,167.800003,58.299999,20.705450
10324,이나호,51,세종 북구 123-45,010-4280-8198,여성,177.000000,60.200001,19.215424
10325,신진린,31,고양 일산동구 123-45,010-6992-8391,남성,163.199997,50.000000,18.772827
10326,정예현,75,용인 강서구 123-45,010-7465-9750,여성,176.000000,75.199997,24.276859
10327,윤은민,70,안양 진해구 123-45,010-6092-4194,남성,155.699997,83.199997,34.319908
10328,조도민,24,안산 서북구 123-45,010-3803-1876,남성,162.000000,63.000000,24.005487
10329,김시현,69,용인 장유동 123-45,010-5150-4623,남성,166.399994,53.299999,19.249552
10330,정서연,61,울산 덕진구 123-45,010-6751-6177,남성,167.100006,64.000000,22.920656
10331,오진현,25,청주 서북구 123-45,010-6698-4677,여성,177.300003,84.699997,26.944239
10332,한현영,25,대전 동구 123-45,010-3095-7606,남성,170.899994,57.900002,19.824144
10333,오아현,53,안산 팔달구 123-45,010-6483-1896,여성,165.300003,89.900002,32.901371
10334,이도슬,23,울산 유성구 123-45,010-4474-4741,남성,178.600006,87.000000,27.274471
10335,이민연,53,대전 북구 123-45,010-3208-4620,여성,163.500000,79.400002,29.701954
10336,한다윤,61,울산 덕진구 123-45,010-1811-6365,남성,155.000000,77.699997,32.341312
10337,한나연,49,울산 강남구 123-45,010-6280-5862,여성,151.600006,50.200001,21.842648
10338,박다유,61,대구 진해구 123-45,010-4918-5386,여성,178.100006,77.900002,24.558941
10339,윤하윤,38,부산 동구 123-45,010-9612-6125,여성,166.199997,67.699997,24.509060
10340,임수서,27,세종 서북구 123-45,010-3989-3521,여성,168.800003,49.500000,17.372417
10341,임아호,68,남양주 송파구 123-45,010-4211-2271,여성,172.399994,90.199997,30.348137
10342,최도린,57,제주 일산동구 123-45,010-9453-2086,여성,179.899994,98.800003,30.527742
10343,한도솔,78,세종 흥덕구 123-45,010-3134-1081,여성,165.199997,51.799999,18.980589
10344,정나슬,41,용인 성북구 123-45,010-4363-7442,여성,171.600006,89.000000,30.224239
10345,정나빈,34,고양 장유동 123-45,010-2880-2437,남성,178.800003,88.599998,27.713966
10346,최은안,71,평택 달서구 123-45,010-5278-3332,남성,157.399994,65.800003,26.559294
10347,강현훈,48,김해 성동구 123-45,010-2075-4457,여성,179.100006,84.900002,26.467720
10348,윤아윤,56,대전 서북구 123-45,010-9861-4952,남성,178.800003,64.300003,20.112959
10349,임채영,63,세종 수성구 123-45,010-4480-9481,남성,161.399994,72.400002,27.792749
10350,김유윤,62,전주 서북구 123-45,010-8137-6244,남성,154.699997,49.000000,20.474604
10351,조지안,27,남양주 진해구 123-45,010-4705-3932,남성,163.699997,42.799999,15.971527
10352,김나연,70,평택 분당구 123-45,010-7385-3624,남성,165.100006,66.300003,24.323126
10353,박하진,70,안양 남구 123-45,010-1138-9054,여성,153.699997,42.799999,18.117407
10354,신아우,32,세종 달서구 123-45,010-8131-9451,여성,172.199997,53.099998,17.907221
10355,서서솔,35,김해 장유동 123-45,010-1787-3823,여성,172.399994,43.700001,14.703033
10356,김아윤,69,수원 송파구 123-45,010-6032-6440,여성,179.100006,95.000000,29.616411
10357,서도유,69,안양 진해구 123-45,010-4807-2483,여성,159.300003,66.300003,26.126545
10358,장서린,69,울산 흥덕구 123-45,010-4846-5581,여성,164.500000,86.699997,32.039616
10359,신건린,78,대구 수성구 123-45,010-5142-5237,여성,167.199997,78.300003,28.008463
10360,신아린,21,제주 흥덕구 123-45,010-1393-8685,여성,159.699997,53.799999,21.094654
10361,신다빈,41,포항 덕양구 123-45,010-1522-2364,남성,169.800003,48.900002,16.960297
10362,윤유현,53,화성 진해구 123-45,010-6989-3888,여성,159.800003,94.500000,37.006519
10363,오선율,50,대전 신제주 123-45,010-2067-5080,여성,163.300003,84.699997,31.762232
10364,윤건영,23,제주 달서구 123-45,010-3716-9251,여성,169.100006,94.599998,33.082924
10365,서소서,46,청주 북구 123-45,010-5136-7586,남성,164.399994,63.900002,23.642710
10366,이선연,72,울산 흥덕구 123-45,010-5758-2195,남성,169.000000,73.099998,25.594341
10367,윤건서,57,평택 동구 123-45,010-2326-3328,남성,172.000000,99.900002,33.768253
10368,조도진,63,대구 신제주 123-45,010-8009-7637,남성,175.300003,76.699997,24.959249
10369,오현연,28,평택 분당구 123-45,010-7157-6153,여성,169.800003,58.900002,20.428661
10370,신시율,22,김해 남구 123-45,010-5055-7790,남성,156.000000,52.099998,21.408615
10371,이은린,41,광주 달서구 123-45,010-6518-7020,여성,177.199997,93.800003,29.872766
10372,박선유,55,광주 동구 123-45,010-4049-9742,여성,162.199997,98.300003,37.363869
10373,신서슬,51,인천 강서구 123-45,010-3376-2458,여성,163.600006,86.000000,32.131561
10374,윤은솔,78,용인 달서구 123-45,010-5837-9860,남성,162.000000,81.500000,31.054718
10375,강나슬,74,남양주 해운대구 123-45,010-6014-2622,남성,178.199997,96.199997,30.294214
10376,장예재,54,서울 성동구 123-45,010-6813-1256,남성,179.300003,99.699997,31.012342
10377,임건훈,51,광주 동구 123-45,010-9055-7082,남성,158.500000,73.699997,29.336542
10378,신은율,26,남양주 동구 123-45,010-1890-4031,여성,174.899994,73.900002,24.158216
10379,윤예우,21,고양 흥덕구 123-45,010-1332-4074,여성,166.399994,72.099998,26.039263
10380,강현우,24,천안 해운대구 123-45,010-5453-3835,남성,157.000000,81.000000,32.861370
10381,장지솔,77,대구 신제주 123-45,010-6342-8146,여성,166.899994,93.300003,33.494156
10382,박선솔,40,안산 성동구 123-45,010-3383-5971,남성,160.800003,85.199997,32.950916
10383,최태람,66,고양 성동구 123-45,010-9073-2761,남성,162.399994,44.400002,16.834917
10384,김서율,43,평택 해운대구 123-45,010-3818-4408,여성,156.500000,66.000000,26.947298
10385,정건호,57,전주 일산동구 123-45,010-2237-6295,여성,158.600006,67.599998,26.874491
10386,김건호,76,청주 유성구 123-45,010-7937-5551,여성,154.800003,54.700001,22.826820
10387,서예슬,28,안산 달서구 123-45,010-3913-7970,남성,153.500000,83.599998,35.480480
10388,신지현,42,화성 강서구 123-45,010-3999-6647,여성,153.100006,80.400002,34.300911
10389,박유윤,61,인천 중구 123-45,010-5791-1268,여성,175.199997,51.200001,16.680220
10390,오민윤,78,평택 중구 123-45,010-4144-5055,여성,168.800003,46.000000,16.144066
10391,장민훈,32,세종 장유동 123-45,010-8275-5234,남성,155.199997,44.500000,18.474667
10392,한진민,27,용인 덕진구 123-45,010-3213-8773,남성,169.300003,70.400002,24.561716
10393,김아율,48,세종 기흥구 123-45,010-4762-8198,남성,177.000000,78.400002,25.024738
10394,조수람,58,성남 중구 123-45,010-5221-2717,남성,174.699997,91.900002,30.111315
10395,정시현,28,광주 일산동구 123-45,010-8763-6094,남성,169.899994,62.200001,21.547838
10396,정유안,71,안양 해운대구 123-45,010-2054-4690,여성,176.600006,97.900002,31.390720
10397,김진아,71,서울 흥덕구 123-45,010-1484-1303,남성,156.500000,88.500000,36.133877
10398,윤하슬,61,울산 팔달구 123-45,010-1147-1602,여성,171.100006,55.599998,18.992176
10399,윤아슬,77,인천 강서구 123-45,010-6798-2405,여성,172.100006,64.599998,21.810757
10400,임은민,61,천안 장유동 123-45,010-6955-6667,여성,172.100006,76.099998,25.693476
10401,오도율,76,세종 진해구 123-45,010-3580-3183,남성,170.600006,70.599998,24.257530
10402,윤채린,22,평택 덕진구 123-45,010-5369-2024,남성,154.899994,68.000000,28.340410
10403,서채린,47,인천 기흥구 123-45,010-8302-5402,여성,159.399994,58.000000,22.827133
10404,조진현,39,성남 해운대구 123-45,010-3905-9556,남성,152.199997,44.700001,19.296486
10405,정하람,24,인천 덕양구 123-45,010-9873-7831,여성,162.800003,97.800003,36.900314
10406,최유훈,37,대전 덕진구 123-45,010-5454-1697,여성,171.600006,46.500000,15.791316
10407,서진연,72,전주 수성구 123-45,010-6519-4554,남성,178.500000,47.700001,14.970695
10408,박태빈,25,대구 진해구 123-45,010-1616-5112,여성,163.699997,65.400002,24.405090
10409,신다연,71,세종 진해구 123-45,010-3678-1295,남성,170.300003,45.200001,15.585083
10410,장은훈,39,서울 수성구 123-45,010-1893-3565,여성,156.500000,58.299999,23.803446
10411,이태진,27,인천 남구 123-45,010-5321-2217,남성,151.500000,95.699997,41.695259
10412,오도우,30,화성 북구 123-45,010-5598-1444,여성,171.600006,41.400002,14.059366
10413,정예솔,50,청주 덕양구 123-45,010-3967-4618,남성,152.800003,76.000000,32.551189
10414,윤채솔,59,안양 덕진구 123-45,010-2802-6121,남성,170.000000,93.900002,32.491348
10415,김유슬,45,남양주 남구 123-45,010-9255-4332,남성,151.899994,83.400002,36.145191
10416,김다아,24,천안 성북구 123-45,010-9331-6393,남성,172.800003,63.700001,21.333000
10417,정서빈,40,울산 기흥구 123-45,010-3357-9527,여성,162.600006,89.800003,33.965286
10418,오하람,75,제주 서구 123-45,010-6869-8003,여성,164.699997,71.599998,26.395254
10419,한건훈,29,광주 기흥구 123-45,010-7384-8026,여성,155.300003,85.000000,35.243256
10420,강진슬,38,성남 동구 123-45,010-8453-6505,남성,177.899994,47.400002,14.977057
10421,윤현솔,40,창원 서구 123-45,010-3600-7283,여성,163.300003,89.300003,33.487217
10422,윤채우,78,세종 강남구 123-45,010-4094-5166,여성,166.500000,65.400002,23.591160
10423,김태슬,72,평택 성북구 123-45,010-5469-4835,남성,163.800003,46.299999,17.256519
10424,윤선우,65,고양 장유동 123-45,010-2526-2620,남성,170.399994,87.900002,30.272598
10425,한수빈,27,성남 동구 123-45,010-2646-6300,남성,172.199997,92.099998,31.059418
10426,오시람,40,용인 해운대구 123-45,010-6785-4770,남성,172.699997,43.200001,14.484353
10427,신민영,35,창원 남구 123-45,010-2474-6229,남성,169.699997,53.900002,18.716518
10428,정수율,68,천안 중구 123-45,010-9932-1724,남성,176.199997,95.199997,30.663742
10429,박서영,33,제주 일산동구 123-45,010-4799-4968,여성,168.000000,58.299999,20.656179
10430,조건윤,31,울산 달서구 123-45,010-4459-4091,남성,167.000000,80.900002,29.007854
10431,서건현,25,창원 유성구 123-45,010-6320-5179,여성,173.899994,77.199997,25.528080
10432,신지윤,43,화성 장유동 123-45,010-7369-1870,여성,169.600006,89.800003,31.219402
10433,박태윤,77,제주 분당구 123-45,010-5460-7951,여성,168.300003,50.200001,17.722927
10434,강민빈,54,남양주 강남구 123-45,010-4876-9845,남성,151.500000,91.800003,39.996082
10435,정태람,61,남양주 달서구 123-45,010-9123-7369,여성,179.600006,97.099998,30.102777
10436,오도재,74,대구 기흥구 123-45,010-2971-2290,여성,165.199997,57.700001,21.142471
10437,서도우,57,안산 송파구 123-45,010-1168-5109,남성,173.600006,87.900002,29.166842
10438,조나호,67,청주 신제주 123-45,010-5935-9975,여성,167.399994,59.200001,21.125689
10439,임도재,40,대구 중구 123-45,010-2032-7925,남성,169.899994,100.000000,34.642826
10440,최민슬,22,부산 장유동 123-45,010-5453-6476,남성,157.300003,89.900002,36.333080
10441,박서안,50,고양 서구 123-45,010-7373-1780,여성,153.000000,65.099998,27.809816
10442,강현유,30,광주 중구 123-45,010-7791-7462,남성,166.100006,44.200001,16.020756
10443,오하슬,65,세종 흥덕구 123-45,010-6945-1143,남성,168.399994,43.400002,15.304023
10444,오소호,49,울산 진해구 123-45,010-1343-2372,남성,161.699997,72.300003,27.651474
10445,정선아,57,울산 기흥구 123-45,010-4282-5921,여성,175.600006,43.900002,14.236902
10446,윤현솔,38,수원 분당구 123-45,010-2724-8819,여성,162.500000,58.900002,22.305326
10447,신지안,41,평택 송파구 123-45,010-6508-7523,여성,179.199997,76.800003,23.915819
10448,임유영,46,용인 진해구 123-45,010-6907-4900,남성,158.000000,66.400002,26.598301
10449,장선람,25,인천 신제주 123-45,010-3179-4125,여성,177.300003,76.300003,24.272085
10450,신건호,50,창원 서북구 123-45,010-5262-1145,여성,162.199997,58.500000,22.235872
10451,신진린,61,남양주 북구 123-45,010-9729-3213,남성,158.699997,46.000000,18.264339
10452,오수솔,54,광주 중구 123-45,010-7953-1216,여성,154.800003,62.700001,26.165297
10453,오선현,57,성남 일산동구 123-45,010-7738-4359,여성,170.199997,80.800003,27.892809
10454,김도우,24,전주 팔달구 123-45,010-3760-8832,남성,153.100006,43.099998,18.387678
10455,서지람,26,청주 중구 123-45,010-4051-4790,여성,152.600006,74.900002,32.164200
10456,조나연,44,포항 장유동 123-45,010-9197-3907,여성,154.100006,40.900002,17.223366
10457,오나윤,29,성남 기흥구 123-45,010-9414-8063,여성,165.100006,51.900002,19.040276
10458,신시영,41,수원 기흥구 123-45,010-8120-4229,여성,162.399994,95.199997,36.096485
10459,최채연,72,김해 신제주 123-45,010-4161-2486,여성,158.000000,99.199997,39.737217
10460,윤도람,50,대구 동구 123-45,010-3390-1040,여성,153.300003,92.500000,39.360210
10461,장유빈,58,김해 덕양구 123-45,010-1665-2405,여성,169.000000,99.500000,34.837715
10462,오유재,22,안양 덕양구 123-45,010-3532-7718,여성,173.399994,44.099998,14.666970
10463,이태아,30,인천 분당구 123-45,010-8637-6082,여성,167.300003,42.599998,15.220107
10464,정민유,78,화성 성동구 123-45,010-1802-4166,여성,177.800003,63.099998,19.960243
10465,임채안,52,고양 진해구 123-45,010-1638-7210,남성,163.699997,63.400002,23.658758
10466,서유빈,74,안산 달서구 123-45,010-2697-2632,여성,153.800003,66.800003,28.239943
10467,장건우,57,안산 팔달구 123-45,010-6645-5271,남성,154.800003,73.300003,30.588776
10468,강은빈,33,인천 장유동 123-45,010-4111-4624,남성,165.899994,73.199997,26.596123
10469,이유서,79,남양주 진해구 123-45,010-7267-1541,여성,177.500000,40.900002,12.981552
10470,임민빈,20,창원 송파구 123-45,010-8472-4924,여성,160.100006,91.400002,35.658535
10471,한은솔,42,창원 기흥구 123-45,010-6593-6727,여성,162.000000,99.099998,37.761013
10472,정도호,42,천안 신제주 123-45,010-9140-8548,남성,178.199997,90.699997,28.562216
10473,오진람,45,광주 서북구 123-45,010-4227-4922,남성,156.699997,81.500000,33.190948
10474,정시슬,26,서울 신제주 123-45,010-9265-4330,남성,156.899994,65.000000,26.403866
10475,정도아,41,대전 진해구 123-45,010-5149-1594,여성,165.600006,48.700001,17.758583
10476,신수서,57,전주 분당구 123-45,010-1953-6634,여성,159.000000,55.900002,22.111467
10477,서아윤,38,전주 덕진구 123-45,010-6296-3609,여성,161.300003,76.699997,29.479939
10478,박유윤,63,세종 강남구 123-45,010-6963-4820,남성,179.199997,84.800003,26.407051
10479,이진유,72,창원 신제주 123-45,010-4671-8088,남성,172.600006,74.300003,24.940619
10480,장현서,32,용인 기흥구 123-45,010-1899-5216,여성,170.199997,46.299999,15.983131
10481,오진현,72,포항 강남구 123-45,010-1240-5218,여성,171.100006,97.000000,33.133835
10482,최다서,53,창원 기흥구 123-45,010-9324-7087,남성,150.899994,43.700001,19.191238
10483,서태훈,20,울산 서구 123-45,010-6211-8549,남성,163.300003,87.500000,32.812222
10484,신현영,41,용인 덕진구 123-45,010-4204-8404,남성,154.300003,77.400002,32.509415
10485,박현빈,30,고양 기흥구 123-45,010-2485-1233,남성,176.600006,97.099998,31.134207
10486,김선호,66,대전 유성구 123-45,010-6462-3670,남성,166.899994,55.900002,20.067774
10487,이민영,50,안양 기흥구 123-45,010-1005-5261,남성,177.000000,74.300003,23.716047
10488,정건윤,70,전주 장유동 123-45,010-1457-2121,남성,177.800003,96.400002,30.493938
10489,조진재,55,제주 북구 123-45,010-3465-9630,여성,160.100006,77.800003,30.352671
10490,장나람,68,부산 일산동구 123-45,010-7609-2823,여성,165.500000,81.800003,29.864645
10491,박지빈,25,수원 덕진구 123-45,010-2983-1890,남성,174.600006,90.800003,29.784983
10492,장현빈,70,안산 기흥구 123-45,010-9453-8446,남성,156.100006,68.699997,28.193621
10493,정시진,74,울산 달서구 123-45,010-9978-1196,여성,158.199997,59.400002,23.734138
10494,이소연,58,대구 달서구 123-45,010-5232-1002,여성,169.100006,76.300003,26.683163
10495,한시민,70,김해 성북구 123-45,010-7916-4722,남성,173.600006,98.099998,32.551388
10496,한건민,65,남양주 유성구 123-45,010-2638-9980,남성,178.500000,47.400002,14.876539
10497,조나재,25,남양주 성북구 123-45,010-4186-5927,남성,160.800003,90.300003,34.923332
10498,오현빈,41,인천 서구 123-45,010-5662-1768,남성,173.300003,41.099998,13.684995
10499,김다서,64,청주 강남구 123-45,010-5269-4022,남성,162.899994,91.699997,34.556297
10500,김시민,67,포항 동구 123-45,010-3942-5590,남성,164.000000,57.400002,21.341465
10501,박지영,37,제주 동구 123-45,010-2723-5511,남성,164.000000,85.900002,31.937836
10502,신다민,56,김해 진해구 123-45,010-6280-3776,남성,169.100006,52.700001,18.429916
10503,박서우,62,수원 남구 123-45,010-9130-4056,여성,169.800003,60.900002,21.122334
10504,박건민,72,대전 덕진구 123-45,010-6020-9031,여성,164.399994,88.900002,32.892597
10505,장서람,32,창원 송파구 123-45,010-2954-1553,남성,174.600006,82.900002,27.193558
10506,강선진,45,대전 장유동 123-45,010-1865-5784,남성,163.199997,47.500000,17.834187
10507,오수아,22,안양 분당구 123-45,010-5611-1412,남성,166.199997,61.700001,22.336914
10508,강수람,70,남양주 달서구 123-45,010-7907-4598,남성,150.300003,96.500000,42.717846
10509,한현아,66,울산 덕양구 123-45,010-5025-5135,남성,156.399994,92.699997,37.897125
10510,강유린,28,평택 송파구 123-45,010-1665-8107,남성,179.000000,62.400002,19.475048
10511,강시아,43,화성 강서구 123-45,010-3704-9489,여성,164.600006,52.500000,19.377584
10512,정민빈,38,세종 유성구 123-45,010-4722-1365,여성,175.100006,79.300003,25.864309
10513,장은슬,68,고양 덕양구 123-45,010-2306-5078,남성,153.600006,48.099998,20.387436
10514,정소안,63,포항 동구 123-45,010-5974-4022,남성,155.699997,64.000000,26.399931
10515,오민서,66,전주 수성구 123-45,010-7830-1537,여성,153.000000,58.500000,24.990389
10516,한지영,72,부산 흥덕구 123-45,010-7429-2579,남성,151.399994,49.599998,21.638639
10517,정예린,79,남양주 흥덕구 123-45,010-3432-3400,여성,158.899994,53.599998,21.228386
10518,오유진,50,세종 동구 123-45,010-7543-1223,남성,174.100006,86.699997,28.603653
10519,한다아,32,안산 분당구 123-45,010-1667-5815,여성,177.500000,98.000000,31.104940
10520,오소빈,34,전주 서구 123-45,010-5067-6415,여성,168.100006,74.900002,26.506132
10521,서시아,32,포항 북구 123-45,010-2592-1594,남성,164.899994,58.299999,21.440123
10522,서건아,32,울산 남구 123-45,010-3742-3360,여성,165.100006,85.500000,31.366926
10523,임시진,39,천안 강남구 123-45,010-6372-6023,여성,165.800003,99.199997,36.086319
10524,한채진,31,세종 장유동 123-45,010-2057-2102,남성,166.000000,67.099998,24.350414
10525,한하윤,29,화성 분당구 123-45,010-3713-3600,남성,155.699997,53.099998,21.903692
10526,최지호,27,수원 흥덕구 123-45,010-9142-8625,여성,175.399994,68.500000,22.265446
10527,조유빈,35,천안 진해구 123-45,010-6678-5884,남성,163.699997,59.299999,22.128775
10528,박민안,53,용인 유성구 123-45,010-9326-4471,여성,177.399994,56.700001,18.016726
10529,조진아,71,용인 서구 123-45,010-4800-6751,여성,163.000000,94.300003,35.492493
10530,김나유,25,천안 덕진구 123-45,010-2708-2716,남성,162.399994,76.500000,29.006105
10531,장선훈,43,부산 달서구 123-45,010-4594-4485,여성,162.000000,77.000000,29.340040
10532,강건서,72,광주 수성구 123-45,010-5760-7645,여성,176.300003,46.299999,14.896230
10533,최태유,51,인천 송파구 123-45,010-4936-3466,남성,177.100006,45.099998,14.379355
10534,임예솔,79,서울 유성구 123-45,010-5833-6621,남성,157.699997,91.000000,36.591312
10535,조수재,44,청주 흥덕구 123-45,010-4388-8184,남성,175.800003,45.200001,14.625162
10536,정진아,20,평택 흥덕구 123-45,010-8574-3365,남성,155.699997,42.400002,17.489956
10537,임현안,54,안산 신제주 123-45,010-8496-3256,여성,168.600006,98.099998,34.510704
10538,오유재,73,고양 서북구 123-45,010-7552-6522,남성,168.800003,81.099998,28.462688
10539,박도슬,76,청주 진해구 123-45,010-2749-6619,여성,156.000000,63.799999,26.216309
10540,조시빈,53,남양주 해운대구 123-45,010-4438-1449,여성,159.199997,87.800003,34.642433
10541,장수연,41,청주 덕양구 123-45,010-8101-5718,여성,175.699997,69.400002,22.481016
